Exchange,Token,Categories,Trading Pair,Market,Last Traded At,Bid/Ask Spread Percentage,Volume,Current Price (USD),Market Cap (USD),Total Volume (USD),"High (24h, USD)","Low (24h, USD)","Price Change (24h, USD)",Price Change Percentage (24h),Price Change Percentage (7d),Price Change Percentage (14d),Price Change Percentage (30d),Price Change Percentage (60d),Price Change Percentage (200d),Price Change Percentage (1y),Trading Volume (24h),Market Cap Change (24h),Market Cap Change Percentage (24h)
bitfinex,NOT,Gaming (GameFi),USD,Bitfinex,2024-09-21T04:35:21+00:00,0.326131%,229388.30780741,0.00735882,754292884,149616395,0.0081418,0.00735278,-0.00070283905567093,-8.71829,-8.09258,-0.0637,-31.6302,-50.46523,0.0,0.0,149616395,-69467548.381463,-8.43298
bitfinex,TURBO,Meme,USD,Bitfinex,2024-09-21T04:21:07+00:00,0.394714%,397211.82031506,0.00585402,403927495,124408095,0.00646135,0.0057395,-0.0004471508354996,-7.09631,33.0831,69.10641,43.24089,-10.02065,520.66936,7865.34287,124408095,-31760623.225096,-7.28976
bitfinex,CHEX,Real World Assets (RWA),USD,Bitfinex,2024-09-21T03:20:22+00:00,0.799419%,174745.89879379,0.134505,134351954,284195,0.140397,0.132156,-0.00334504400427,-2.42659,11.227,71.57033,39.01512,5.3127,34.455,1463.2325,284195,-3336734.152071,-2.42339
bitfinex,TRADE,Real World Assets (RWA),USDT,Bitfinex,2024-09-21T04:36:04+00:00,3.017315%,5826.48142085,0.581336,21810826,1169957,0.58196,0.547157,0.01799409,3.19417,7.24517,20.83339,-17.2077,-13.11792,-35.52299,400.65605,1169957,677746,3.20704
bitfinex,DOGE,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T04:53:14+00:00,0.191022%,1429740.06639698,0.10451,15257637962,596551253,0.107088,0.103774,-0.002253728891677,-2.11095,-2.52454,13.54328,-0.6834,-24.20153,-46.8665,66.36476,596551253,-320146213.1348,-2.05515
bitfinex,GALA,Gaming (GameFi),USDT,Bitfinex,2024-09-21T04:53:16+00:00,0.101266%,1274783.72716795,0.01978026,771590918,92185572,0.02059543,0.01962292,-0.000519498654511,-2.55914,5.87397,14.68629,7.76627,-20.43171,-55.94264,41.74193,92185572,-21247202.307896,-2.67989
bitfinex,DOGE,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T04:51:18+00:00,0.191022%,313278.49982332,0.104611,15257637962,595998057,0.107088,0.103774,-0.00215309799646,-2.01669,-2.43068,13.65261,-0.58777,-24.12855,-46.81534,66.52495,595998057,-320146213.1348,-2.05515
bitfinex,GALA,Gaming (GameFi),USD,Bitfinex,2024-09-21T04:51:18+00:00,0.151745%,1311838.22414265,0.01977548,772395190,92254728,0.02059543,0.01962292,-0.0005612952318969,-2.76,5.8484,14.65859,7.74024,-20.45093,-55.95328,40.6801,92254728,-19319932.867201,-2.44026
bitfinex,SHIB,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T04:51:19+00:00,0.070671%,577532510.5064986,1.418e-05,8350634077,283329981,1.45e-05,1.406e-05,-2.73833702539e-07,-1.89456,1.36275,11.13859,1.33913,-19.3871,-67.77075,90.1402,283329981,-154839810.22331,-1.82047
bitfinex,NEAR,Artificial Intelligence (AI),USDT,Bitfinex,2024-09-21T04:56:06+00:00,0.116252%,3876.52757069,4.31,4765255211,347373872,4.5,4.28,-0.156312438304,-3.50248,1.46108,20.46564,2.02427,-28.46636,1.11838,275.21922,347373872,-175272890.10933,-3.54765
bitfinex,APE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USDT,Bitfinex,2024-09-21T04:51:19+00:00,0.191302%,4611.76089142,0.784181,529250916,97933263,0.815077,0.778554,-0.024210443250093,-2.99489,5.26734,23.40739,22.03243,-4.26062,-65.94764,-30.70594,97933263,-16158536.087813,-2.96264
bitfinex,SHIB,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T04:52:05+00:00,0.141243%,2208989436.24559,1.418e-05,8350634077,282469030,1.45e-05,1.406e-05,-2.99584073923e-07,-2.06905,1.36164,11.13737,1.33801,-19.38799,-67.7711,90.13811,282469030,-154839810.22331,-1.82047
bitfinex,APE,"Gaming (GameFi), Gaming Governance Token, Gaming Utility Token",USD,Bitfinex,2024-09-21T04:51:18+00:00,0.254745%,3231.1367349,0.784326,529250916,98043256,0.815077,0.778554,-0.025575236878644,-3.15782,5.28692,23.43035,22.05514,-4.2428,-65.94131,-30.69305,98043256,-16158536.087813,-2.96264
bitfinex,XDC,Real World Assets (RWA),USDT,Bitfinex,2024-09-21T03:39:19+00:00,0.316011%,488896.33882513,0.02833501,422974221,4383105,0.02844673,0.02812049,9.228e-05,0.32672,7.06109,7.93621,9.97025,-6.23513,-38.69506,-47.59584,4383105,1438918,0.34135
bitfinex,XDC,Real World Assets (RWA),USD,Bitfinex,2024-09-21T03:39:18+00:00,0.351%,524741.76441056,0.02832799,422974221,4382484,0.02844673,0.02812049,8.526e-05,0.30187,7.03458,7.90948,9.94302,-6.25835,-38.71024,-47.60882,4382484,1438918,0.34135
bitfinex,DOGE,"Meme, GMCI Meme Index",BTC,Bitfinex,2024-09-21T04:39:18+00:00,0.598802%,243105.86753658,0.104598,15270646893,597772704,0.107088,0.103774,-0.002323686870885,-2.17326,-2.44246,13.18911,-0.59977,-24.13771,-46.82176,65.70877,597772704,-342832693.5744,-2.19575
bitfinex,TRADE,Real World Assets (RWA),USD,Bitfinex,2024-09-21T04:46:04+00:00,0.211342%,5990.33939303,0.579845,21734175,1167652,0.58196,0.547157,0.01480914,2.62092,6.97008,20.52345,-17.42006,-13.34078,-36.03088,402.15923,1167652,550253,2.5975
bitfinex,ICP,Artificial Intelligence (AI),USDT,Bitfinex,2024-09-21T04:53:15+00:00,0.217234%,1691.56727467,8.3,3910970262,121695947,8.67,8.25,-0.03588335688391,-0.43055,-4.12228,17.68981,8.26586,-16.55825,-46.04982,175.15286,121695947,230765,0.0059
bitfinex,ICP,Artificial Intelligence (AI),USD,Bitfinex,2024-09-21T04:51:17+00:00,0.19298%,857.60626694,8.3,3910970262,121695947,8.67,8.25,-0.03588335688391,-0.43055,-4.12228,17.68981,8.26586,-16.55825,-46.04982,175.15286,121695947,230765,0.0059
bitfinex,MKR,RWA Protocol,USDT,Bitfinex,2024-09-21T04:51:19+00:00,0.336927%,6.2530482,1484.66,1310393408,93293406,1584.24,1483.71,-80.29221835738,-5.13064,-9.81678,-3.19777,-25.98707,-45.41351,-30.12201,9.15619,93293406,-67333560.07913,-4.88729
bitfinex,BONK,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T04:56:08+00:00,0.168824%,246281129.0168024,1.792e-05,1245230487,153178033,1.86e-05,1.761e-05,-6.23426579684e-07,-3.36176,1.91144,12.31538,-3.19479,-38.91107,-48.23263,8747.45446,153178033,-42667079.01094,-3.31292
bitfinex,BONK,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T04:36:07+00:00,0.168729%,185104139.19961354,1.792e-05,1245230487,153178033,1.86e-05,1.761e-05,-6.23426579684e-07,-3.36176,1.91144,12.31538,-3.19479,-38.91107,-48.23263,8747.45446,153178033,-42667079.01094,-3.31292
bitfinex,WILD,"Gaming (GameFi), Metaverse, Gaming Governance Token",USD,Bitfinex,2024-09-21T04:56:05+00:00,0.543478%,6602.93954334,0.274452,76372894,504544,0.280184,0.273106,0.00041374,0.15098,2.4624,33.73579,20.4232,-29.80755,-61.38506,30.15147,504544,270135,0.35496
bitfinex,AXS,"Gaming (GameFi), Metaverse, Gaming Governance Token, Gaming Utility Token",USDT,Bitfinex,2024-09-21T04:51:19+00:00,0.343643%,543.61663886,4.94,741304763,31282996,5.05,4.86,-0.09052263231054,-1.79788,2.29183,16.76434,0.91245,-19.87806,-52.35203,8.66435,31282996,-11923704.968276,-1.58301
bitfinex,SAND,"Gaming (GameFi), Metaverse, Gaming Utility Token",USDT,Bitfinex,2024-09-21T04:51:19+00:00,0.220507%,6685.48885609,0.271316,634793937,47009705,0.275748,0.266181,-0.003613734462105,-1.31442,4.3093,15.51206,-0.19215,-17.72749,-60.45274,-10.50782,47009705,-7563735.986742,-1.1775
bitfinex,WILD,"Gaming (GameFi), Metaverse, Gaming Governance Token",USD,Bitfinex,2024-09-21T05:06:05+00:00,0.507983%,6596.35467344,0.275615,76615768,505106,0.280184,0.273106,0.00168883,0.61653,2.89645,34.30232,20.93334,-29.5102,-61.22147,30.70282,505106,471268,0.61891
bitfinex,SAND,"Gaming (GameFi), Metaverse, Gaming Utility Token",USDT,Bitfinex,2024-09-21T05:06:06+00:00,0.257448%,6685.59351177,0.271341,633916466,46847191,0.275748,0.266181,-0.003693816896707,-1.34303,4.319,15.5228,-0.18288,-17.71984,-60.44906,-10.4995,46847191,-8573158.801955,-1.33437
bitfinex,BONK,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T05:04:18+00:00,0.221607%,197771937.19961354,1.793e-05,1245230487,152852712,1.86e-05,1.761e-05,-5.83422987571e-07,-3.15081,1.97945,12.39033,-3.13019,-36.6523,-48.19808,8753.35861,152852712,-42667079.01094,-3.31292
bitfinex,BONK,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T05:06:08+00:00,0.277162%,233917563.0168024,1.794e-05,1246077914,152823483,1.86e-05,1.761e-05,-5.77107256567e-07,-3.1167,2.01536,12.42992,-3.09608,-36.62999,-48.17984,8756.47659,152823483,-40603342.51535,-3.15566
bitfinex,UOS,Gaming (GameFi),USD,Bitfinex,2024-09-21T05:06:05+00:00,0.333525%,73760.23797677,0.086963,33841875,782253,0.087623,0.085599,-0.0005756512241646,-0.6576,-1.28663,9.92312,-1.8237,-15.24422,-65.43507,-38.43717,782253,-161459.0559392,-0.47483
bitfinex,FLOKI,"Gaming (GameFi), Metaverse, Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T05:06:08+00:00,0.379939%,46118721.72744459,0.00013151,1273148648,241477000,0.0001372,0.00013065,-4.924558674577e-06,-3.6096,1.21083,12.18745,-1.93092,-30.26015,-7.59881,721.97829,241477000,-48513426.40313,-3.67064
bitfinex,MNA,Metaverse,USD,Bitfinex,2024-09-21T05:06:04+00:00,0.37087%,14319.51243377,0.296243,552805215,36245175,0.300488,0.291108,-0.003522966350195,-1.17524,5.91257,19.15058,5.02256,-13.50689,-55.58813,-2.13369,36245175,-7110127.73023,-1.26986
bitfinex,WNCG,Gaming (GameFi),USD,Bitfinex,2024-09-21T02:11:15+00:00,0.450161%,52542.30025202,0.04666731,0.0,979154,0.04835884,0.04496467,0.00112224,2.46403,2.05244,11.41833,-0.97947,-24.86665,-55.10191,-22.40963,979154,0.0,0.0
bitfinex,AIOZ,Artificial Intelligence (AI),USD,Bitfinex,2024-09-21T04:35:21+00:00,0.448113%,3625.09195261,0.423947,474474174,3542129,0.443458,0.420622,-0.014856453001371,-3.38568,3.07779,14.376,-3.08468,-20.81936,66.46169,3475.98032,3542129,-15384010.924326,-3.1405
bitfinex,DUSK,Real World Assets (RWA),USD,Bitfinex,2024-09-21T05:06:04+00:00,0.355556%,7942.77915305,0.225016,104423829,14155013,0.235265,0.221824,-0.005219326994815001,-2.26695,-3.01313,13.37064,7.63031,-12.2304,-32.68586,93.08073,14155013,-2361636.193199,-2.21157
bitfinex,PEPE,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-21T04:07:20+00:00,0.496278%,466244571.67729425,8.05e-06,3382064925,1257128680,8.48e-06,8.01e-06,-2.29946316762e-07,-2.77668,2.15203,18.49714,2.45757,-32.58449,12.26702,1170.40733,1257128680,-108721768.00823,-3.11453
bitfinex,FLOKI,"Gaming (GameFi), Metaverse, Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T04:36:06+00:00,0.455927%,7328781.56088451,0.00013184,1276998674,241384420,0.0001372,0.00013065,-4.87659440089e-06,-3.56698,1.65986,12.47168,0.0944,-30.08346,-7.36471,724.06079,241384420,-45880312.77224,-3.46822
bitfinex,IDX,Real World Assets (RWA),USD,Bitfinex,2024-09-21T03:51:03+00:00,0.794668%,114361.85740323,0.04124009,4812555,40045,0.04198684,0.0371317,-0.0001499832686747,-0.36237,16.27347,0.61919,-20.22173,-47.0219,-53.52734,220.53917,40045,-13111.40272074,-0.2717
bitfinex,PORTAL,Gaming (GameFi),USDT,Bitfinex,2024-09-21T04:35:21+00:00,0.274725%,17864.79386571,0.292011,48805135,18761828,0.307586,0.290247,-0.011989944091836,-3.94405,5.20322,23.27033,2.50161,-29.81307,-86.72629,0.0,18761828,-2177421.8365608,-4.27092
bitfinex,PORTAL,Gaming (GameFi),USD,Bitfinex,2024-09-21T02:05:35+00:00,0.377229%,13922.9878151,0.292011,48805135,18761828,0.307586,0.290247,-0.011989944091836,-3.94405,5.20322,23.27033,2.50161,-29.81307,-86.72629,0.0,18761828,-2177421.8365608,-4.27092
bitfinex,GRT,Artificial Intelligence (AI),USDT,Bitfinex,2024-09-21T05:06:06+00:00,0.187383%,85971.26510654,0.160561,1532938332,53485522,0.165168,0.156732,-0.000142953492075,-0.08895,6.23293,23.75559,7.07093,-21.79052,-47.40364,74.26234,53485522,-1845320.04243,-0.12023
bitfinex,GRT,Artificial Intelligence (AI),USD,Bitfinex,2024-09-21T05:06:05+00:00,0.187266%,32343.30481291,0.160561,1532938332,53485522,0.165168,0.156732,-0.000142953492075,-0.08895,6.23293,23.75559,7.07093,-21.79052,-47.40364,74.26234,53485522,-1845320.04243,-0.12023
bitfinex,MEW,Meme,USDT,Bitfinex,2024-09-21T05:06:09+00:00,0.15453%,996407.29366368,0.00521944,463872069,126151602,0.00581768,0.00513282,-0.00031397618660278,-5.67418,10.76433,32.75104,11.03345,-29.0723,0.0,0.0,126151602,-27898060.054623,-5.67299
bitfinex,PEPE,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T04:37:09+00:00,0.619579%,653014993.0994982,8.08e-06,3398973038,1242234079,8.48e-06,8.01e-06,-2.82179171167e-07,-3.37297,2.56203,18.97274,2.86879,-32.31391,12.71761,1175.50621,1242234079,-120963902.74759,-3.43654
bitfinex,MEME,"Meme, GMCI Meme Index",USD,Bitfinex,2024-09-20T23:27:08+00:00,0.289575%,3381.70868054,0.01039984,274889886,64302845,0.01115588,0.01027842,-0.0006183454166481,-5.61204,2.15965,19.69329,-4.92848,-37.47082,-78.04393,0.0,64302845,-17140011.106052,-5.86927
bitfinex,SPEC,Artificial Intelligence (AI),USDT,Bitfinex,2024-09-21T04:57:15+00:00,2.597403%,1.28190988,6.46,77853468,8578032,7.17,6.41,-0.56036998170137,-7.98388,9.20612,17.89041,2.65696,-21.65921,0.0,0.0,8578032,-6654843.3055944,-7.87478
bitfinex,SPEC,Artificial Intelligence (AI),USD,Bitfinex,2024-09-21T04:40:24+00:00,2.62796%,3.42295364,6.46,77853468,8578032,7.17,6.41,-0.56036998170137,-7.98388,9.20612,17.89041,2.65696,-21.65921,0.0,0.0,8578032,-6654843.3055944,-7.87478
bitfinex,NOT,Gaming (GameFi),USD,Bitfinex,2024-09-21T05:21:32+00:00,0.363587%,228512.19132283,0.0074123,759529751,146083144,0.0081131,0.00735278,-0.00070080801958363,-8.63798,-6.90911,-0.81949,-31.2948,-49.5572,0.0,0.0,146083144,-74465586.93173,-8.92878
bitfinex,MEME,"Meme, GMCI Meme Index",USDT,Bitfinex,2024-09-21T05:21:30+00:00,0.288184%,2465.58599745,0.01039681,275402107,63835817,0.01115588,0.01027842,-0.0006476619936297,-5.86413,2.1299,19.65844,-4.95616,-37.48903,-78.05032,0.0,63835817,-16454080.882721,-5.63774
bitfinex,TURBO,Meme,USDT,Bitfinex,2024-09-21T04:41:16+00:00,0.38688%,287649.33381514,0.00592748,409225921,120724153,0.00646135,0.0057395,-0.00041729350467474,-6.57696,36.42066,71.22846,45.36278,-7.69546,577.05717,7972.30208,120724153,-29386492.714058,-6.69988
bitfinex,COQ,Meme,USD,Bitfinex,2024-09-19T11:02:17+00:00,30.731707%,51220646.31728,1.49e-06,103204277,3031765,1.6e-06,1.48e-06,-9.8060871088e-08,-6.1786,-0.06643,11.48382,9.11524,-32.6264,-50.12515,0.0,3031765,-6561257.663979,-5.97752
bitfinex,TOKEN,"Artificial Intelligence (AI), Real World Assets (RWA)",USD,Bitfinex,2024-09-19T23:52:11+00:00,0.238949%,660.11655988,0.058463,95963338,10321065,0.063811,0.057779,-0.005308262970415301,-8.32397,11.13727,23.34624,-10.19626,-18.89516,2.05809,0.0,10321065,-8611780.2480206,-8.23502
bitfinex,TOKEN,"Artificial Intelligence (AI), Real World Assets (RWA)",USDT,Bitfinex,2024-09-20T11:07:08+00:00,0.238949%,156.21419317,0.058463,95963338,10321065,0.063811,0.057779,-0.005308262970415301,-8.32397,11.13727,23.34624,-10.19626,-18.89516,2.05809,0.0,10321065,-8611780.2480206,-8.23502
bitfinex,NXRA,Real World Assets (RWA),USD,Bitfinex,2024-09-18T10:01:07+00:00,90.689655%,78.379015,0.02234059,17677195,175645,0.02406148,0.02181576,-0.0017208878430902,-7.15205,-10.39579,-28.80726,-29.12036,-73.5871,-86.16279,-58.57972,175645,-1293723.40547,-6.81951
osmosis,akash-network,Artificial Intelligence (AI),osmosis,Osmosis,2024-09-21T13:50:05+00:00,0.602898%,32499.735725142877,2.67,660969664,6238695,2.69,2.6,0.04085194,1.55339,7.16513,17.15773,6.81283,-21.10332,-37.44929,214.90642,6238695,10812402,1.66304
osmosis,akash-network,Artificial Intelligence (AI),cosmos,Osmosis,2024-09-21T13:47:05+00:00,0.603326%,8057.946466721852,2.67,661113021,6227638,2.69,2.6,0.04132424,1.57135,7.18408,17.17845,6.83172,-21.08937,-37.43823,214.96211,6227638,9277918,1.42335
osmosis,fetch-ai,"Artificial Intelligence (AI), AI Agents",osmosis,Osmosis,2024-09-21T13:49:19+00:00,0.603341%,21749.424167582027,1.64,4114822178,325230168,1.64,1.57,0.062447,3.9667,20.64478,52.19541,61.23859,22.836,-8.58103,613.87403,325230168,140852310,3.54437
osmosis,akash-network,Artificial Intelligence (AI),osmosis,Osmosis,2024-09-21T13:47:06+00:00,0.603739%,4569.979858722011,2.67,661113021,6227638,2.69,2.6,0.04132424,1.57135,7.18408,17.17845,6.83172,-21.08937,-37.43823,214.96211,6227638,9277918,1.42335
osmosis,jackal-protocol,Artificial Intelligence (AI),osmosis,Osmosis,2024-09-21T13:38:21+00:00,0.604003%,66427.07474631234,0.165647,18523253,16300.95,0.169477,0.163671,-0.001954173136846,-1.16597,6.92036,6.61256,-13.08424,-37.91499,-78.08986,228.31816,16300.95,-233604.9044333,-1.24544
osmosis,akash-network,Artificial Intelligence (AI),islamic-coin,Osmosis,2024-09-21T13:50:05+00:00,0.604038%,2680.33610267663,2.67,660882974,6225727,2.69,2.6,0.04890108,1.86345,7.2622,17.26384,6.90958,-21.03186,-37.39264,215.19166,6225727,9977268,1.53283
osmosis,fetch-ai,"Artificial Intelligence (AI), AI Agents",islamic-coin,Osmosis,2024-09-21T13:46:22+00:00,0.605196%,5840.403286998293,1.64,4137302850,249814939,1.64,1.57,0.0679,4.31462,21.00504,52.64988,61.72007,23.2028,-8.30804,616.00574,249814939,169463410,4.27092
osmosis,akash-network,Artificial Intelligence (AI),passage,Osmosis,2024-09-21T13:47:05+00:00,0.605948%,2011.0689309002532,2.67,661499696,6208545,2.69,2.6,0.050298,1.9167,7.31826,17.32514,6.96546,-20.99058,-37.35991,215.35641,6208545,10593990,1.62758
osmosis,passage,"Gaming (GameFi), Metaverse",bridged-usdc,Osmosis,2024-09-21T13:17:24+00:00,0.608296%,847293.63455054,0.00791557,8234341,18890.07,0.00821573,0.00772416,-4.945751247434e-05,-0.62093,-8.82876,-2.27383,-15.4089,-30.60991,-88.56676,-31.65228,18890.07,-51806.8792221,-0.62522
osmosis,passage,"Gaming (GameFi), Metaverse",axelar-bridged-usdc-cosmos,Osmosis,2024-09-21T13:46:27+00:00,0.609474%,291928.8942018351,0.00791557,8234341,18890.07,0.00821573,0.00772416,-4.945751247434e-05,-0.62093,-8.82876,-2.27383,-15.4089,-30.60991,-88.56676,-31.65228,18890.07,-51806.8792221,-0.62522
osmosis,passage,"Gaming (GameFi), Metaverse",axelar-bridged-usdc-cosmos,Osmosis,2024-09-21T14:05:18+00:00,0.609474%,276863.762037828,0.00791557,8234341,18890.07,0.00821573,0.00772416,-4.945751247434e-05,-0.62093,-8.82876,-2.27383,-15.4089,-30.60991,-88.56676,-31.65228,18890.07,-51806.8792221,-0.62522
osmosis,regen,Real World Assets (RWA),toucan-protocol-nature-carbon-tonne,Osmosis,2024-09-21T14:05:19+00:00,0.611285%,8588.704566259965,0.01725447,2557682,796.96,0.01732883,0.01685398,0.00033696,1.9918,16.67521,28.43613,-12.3341,-24.62693,-69.35766,-49.69419,796.96,47062,1.87453
osmosis,regen,Real World Assets (RWA),osmosis,Osmosis,2024-09-21T14:05:19+00:00,0.613308%,27433.750101686368,0.01721553,2559265,795.16,0.01732883,0.01685398,0.00029802,1.76158,16.41186,28.14623,-12.53198,-24.79706,-69.42682,-49.80773,795.16,48865,1.9465
osmosis,xpla,Gaming (GameFi),osmosis,Osmosis,2024-09-21T14:06:15+00:00,0.614646%,8516.144129572185,0.106565,72626959,443534,0.110615,0.105875,0.00046302,0.43639,2.88047,15.99601,9.46604,-5.81242,-52.47853,-23.33474,443534,316015,0.43702
osmosis,humans-ai,Artificial Intelligence (AI),bridged-usdc,Osmosis,2024-09-21T14:02:09+00:00,0.614746%,223539.10505449865,0.00764272,42657540,150898,0.00801454,0.00745623,-0.00033823695673704,-4.23805,-11.41376,5.19747,-19.33865,-14.61741,-75.95678,-22.86745,150898,-1863300.8353543,-4.18523
osmosis,regen,Real World Assets (RWA),osmosis,Osmosis,2024-09-21T14:06:11+00:00,0.626815%,6480.687944775009,0.01730087,2560131,821.88,0.01732883,0.01685398,0.0004276,2.53419,16.98897,28.78152,-12.09835,-24.42424,-69.27526,-49.5589,821.88,50343,2.00587
